Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67776507.htm,5.0,"Aug 10, 2022",Customer Relationship Advocate,Current Employee,"Covington, KY",Pros,"Employer benefits, bonuses, support for licensing",Cons,Bonuses come several times a year but the hourly rate could be better.,2
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69183271.htm,4.0,"Sep 18, 2022",Workplace Planning Consultant,"Current Employee, less than 1 year",,Pros,"Good benefits, culture, and upward mobility",Cons,Salaries are lower than other companies Not many opportunities for full time remote working,
Not good for original thinkers,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68888348.htm,3.0,"Sep 9, 2022",Director,"Current Employee, more than 5 years","Boston, MA",Pros,"Bankers' hours, interesting problems, operating at scale",Cons,"Politics, group think and more politics. Agreement is more important than making good decisions. No one is responsible for anything.",
Good culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69060769.htm,5.0,"Sep 14, 2022",UX Designer,Current Employee,,Pros,Very generous 401 K plan and PTO policy. People cares about your career growth especially for junior level employee,Cons,Base salary is less than average,
Good WLB and Nice People,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66378345.htm,4.0,"Jul 6, 2022",Software Engineer,"Current Employee, more than 3 years","Durham, NC",Pros,"I really enjoy the people at Fidelity and it has really good work life balance. The tech is a mixed bag depending on which business unit you are in. Some are pretty forward thinking and using cool tech, others are behind playing catch up. Benefits and 401k match are really good",Cons,"5 years to fully vest 401k, lower than market pay",
Fidelity Will Ruin Your IT Career With a Smile,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW61503380.htm,1.0,"Mar 21, 2022",Anonymous Employee,"Former Employee, more than 8 years","Merrimack, NH",Pros,The benefits package is above average.,Cons,"Fidelity will destroy an IT carrier.  

They will work you to death on out date tech that won't do you any good outside their doors.  

Manager's are immune to repercussions for their actions. While employees are expected to follow very high standards of conduct.  Discrimination of all forms is common and well accepted by HR.

If you are going to work for Fidelity make sure you fall into a category of person your manager likes, or they will destroy you with the full support of the HR department. 

You also better make sure you don't have kids to take care of, or turn 40.  I worked there for a decade and no one ever retired by choice.",8
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66932328.htm,3.0,"Jul 20, 2022",Customer Relationship Advocate Interview,Former Employee,,Pros,They really care about you as a person and want you to grow within the company.,Cons,Have to be on phones for all of the day and customers are not always nice. The calls come in back to back so you are definitely going to be drained. Everything is really dependent on your statistics.,1
Growth opportunities,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68575793.htm,5.0,"Aug 31, 2022",Customer Relationship Associate,"Current Employee, more than 1 year","Merrimack, NH",Pros,The leaders are really dedicated to building the teams culture from onboarding all the way through the training/licensing and beyond!,Cons,The metrics are achievable but definitely have to work hard for top marks.,
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66687237.htm,5.0,"Jul 14, 2022",Investment Consultant,"Current Employee, less than 1 year",,Pros,Benefits are second to none,Cons,Starting salary lower than competitors,
5 Stars for a reason,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69386187.htm,5.0,"Sep 23, 2022",User Experience Researcher,"Current Employee, less than 1 year","Westlake, TX",Pros,Excellent benefits Great flexibility working remote A lot of growth/opportunity Great leaders Very talented/great co-workers,Cons,I cannot think of any!,
Interviewing candidates,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW63759091.htm,1.0,"May 6, 2022",Internal Communications,"Former Employee, more than 5 years",,Pros,They are very good about proactively reaching out if you're selected to start the interview process and are very prompt about getting interviews scheduled in a timely fashion.,Cons,They are notorious for ghosting candidates after multiple interviews without giving any explanation as to what went wrong or why the candidate was not selected. Very unprofessional.,8
Nice People. Behind in Technology,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66793191.htm,4.0,"Jul 17, 2022",Lead Data Scientist,Current Employee,,Pros,Company genuinely cares about employees. Encourages career growth. People care about each other.,Cons,"Company is 20 years behind everyone else in technology, and management is delusional about this. Tech leaders are often tech illiterate. Everyone thinks they could be a data science lead if they just read some articles and try hard",
Excellent Company to Work For,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW65965342.htm,5.0,"Jun 25, 2022","Director, Talent Development",Former Employee,,Pros,"Wonderful benefits:  salary, bonuses and shares opportunities, great 401k, wellness programs, community volunteer programs and more. Provides excellent job and career development opportunities. Committed to continuous customer service improvements and innovation.",Cons,More Diversity in senior leadership positions which has been acknowledged and leadership team is working on it.,
Good place to work and grow,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68821725.htm,5.0,"Sep 7, 2022",Principal Software Engineer,"Current Employee, more than 1 year","Durham, NC",Pros,Great place to work Excellent benefits Great promotion and growth opportunities Great fun and work life balance,Cons,Base salary is not matched up to the competitors,
Meh company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67829133.htm,3.0,"Aug 11, 2022",Launch Associate,"Current Employee, more than 1 year","Westlake, TX",Pros,"401k 7% match, 23 days of PTO, BYOD and tuition reimbursement, and student loan assistance",Cons,"Call center type of job, non stop calls for 8 hours, very transactional. No flexibility for VTO. POOR pay especially comparing the other players in the industry",
Great culture and benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69506150.htm,5.0,"Sep 27, 2022",Associate Analyst,"Current Employee, more than 1 year","Westlake, TX",Pros,- Work life balance - Benefits - Work from home flexibility,Cons,- Compensation is below market,
Best in the biz (its the biz thats the problem),https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW53069151.htm,4.0,"Sep 24, 2021",Service Solutions Specialist,"Current Employee, less than 1 year","Salt Lake City, UT",Pros,"Great benefits, good pay and great culture. Although limited and flawed at times the company does care and tries to help every associate succeed. Also a lot of upward and sideways mobility, if you work hard the world is your oyster. Also you gain SO MUCH important knowledge about economics and the stock market that you can use in everyday life.",Cons,"Internal systems are a nightmare, its a Frankenstein mishmash of all these old in house systems that don't play nice together and are not very user friendly. Also training is rushed adding an un-needed degree of pressure to new hires already working a difficult job.

 And the job no matter how good everything else could be is a tough tough job. It takes at least a year to get any good but once you pass your ""trial by fire"" and give it 100% this can be a very rewarding career especially for someone like me with no college degree.",4
